pair_id,condition,similarity_score,match_quality,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P01324,skin_rash,0.4799,medium,"Arre beta, main samajh gaya ki aapke paas irritation aur khujli ki samasya hai. Jab aap epilator se shave karte hain, toh kuch baar irritation ho sakta hai. Cortisone wali creams aapke liye zaroori ho sakti hain, lekin yeh permanent nishan chhod sakti hai. Main aapko hydrocortisone cream ka sujhav dunga, jo over-the-counter hai aur aapke liye saf hai.","Bilkul, beta. Aapke symptoms aur Braun epilator se shave hone ke baad aane wali khujli aur lal chhale ka koi sambandh aapke lung cancer ke symptoms se nahi hai. Yeh symptoms aapke epilator se shave hone ke baad aane wali skin irritation ke karan ho sakte hain. Cortisone wali creams aapko thoda araam denge, lekin permanent nishan chod sakti hai, isliye humein iska istemaal karne se pehle sochna hoga.",0.25,1.0,0.0,0.0,0.75,0.0
P01326,hand_lump,0.4517,medium,"Arre bhai, aapka sawal sunke main samajh gaya. Aapka description sunke lagta hai ki aapko cervical spondylosis ho sakte hain. Ismein neck ke nerves compress ho jate hain, jisse haatho mein ganthe aur sunpana ka problem ho sakta hai. Aapko doctor se milke test karvane ki zaroorat hogi, lekin main aapko ek cheez keh sakta hoon, aapko neck ka proper sleep posture maintain karna chahiye.","Arre bhai, main aapki health queries answer kar sakta hoon. Aapka case bahut serious hai. Aapke right upper extremity mein multiple fractures, lunate dislocation, aur compartment syndrome hai. Iske liye aapko urgent medical attention ki zaroorat hai. Aapke symptoms aur clinical signs ke hisaab se, aapke right hand mein tenderness, lacerations, swelling, aur pain hai. Aapke compartment pressures bhi bahut elevated hain. Aapko immediate treatment ki zaroorat hai.",0.25,1.0,0.0,0.0,0.75,0.0
P01327,foot_swelling,0.5815,high,"Arre bhai, maine suna hai aapke paas left foot par ek cyst jaisi feeling hai aur redness hai. Ye bahut achha hai ki aapne doctor ko samjhaaya hai. Main sochta hoon ki aapke symptoms gout, athlete's foot, ya fungal infection se judne ho sakte hain, lekin aapne keh diya hai ki ye athlete's foot nahi hai aur gout nahi hai. Main ek aur cheez sochta hoon, bhai, ki aapke diabetes hai aur aapke foot mein circulation acchi hai, lekin aapke symptoms bahut kuch dinon se chal rahe hain. Main sochta hoon ki aapke paas possibly cellulitis ho sakta hai, jo ek bacterial infection hai jo skin ke neeche ke bal ke upar ho sakta hai. Main aapko ek appointment ke liye bulaunga aur aapke symptoms ke liye test karwayenge.","Arre bhai, maine dekha hai aapka case. Aapka foot pain bahut jyada hai, aur aapko left foot par 1st aur 2nd toe ke beech ek cyst jaisa feeling hai. Aapko minor redness aur khujli bhi thi, lekin ab rash nahi hai aur khujli bhi nahi hai, sirf red hai. 

Main aapko kuchh bat sakta hoon. Aapka clinical history bahut jyada hai, jismein aapke symptoms aur clinical signs hain. Lekin maine dekha hai ki aapke symptoms foot pain aur redness ke liye hai, aur aapka clinical history osteomyelitis ke liye hai. 

Main aapko koi specific diagnosis nahi de sakta, lekin main aapko kuchh bat sakta hoon. Aapke symptoms foot pain aur redness ke liye hai, aur aapka clinical history osteomyelitis ke liye hai. Aapko kuchh tests karne ki zaroorat hai, jaise MRI ya CT scan, jisse aapke doctor aapke symptoms aur clinical signs ko samajh sake.",0.8,0.6666666666666666,0.2,0.3333333333333333,-0.1333333333333334,-0.1333333333333333
P01328,edema,0.58,high,"Arre bhai, tumhare symptoms bahut hi interesting hain. Ye hard lump tensor fascia latae ke paas ho sakta hai, lekin isse pehle takrayne se jodna thoda difficult hai. Main tumhe kuchh symptoms ke liye sochta hoon, jaise ki tumhare left leg mein koi pain ya stiffness ho rahi ho, ya phir tumhare left leg ko koi weakness ho rahi ho. Hum iske liye ek physical examination karenge aur fir humein iske baare mein aur jaan jayega.","Arre beta, maine dekha hai ki tumhare paas ek hard pea size lump hai tensor fasciae latae ke pass. Lekin clinical evidence mein kuch bhi nahi hai jisse yeh pata chalta hai ki yeh lump tensor fasciae latae ke pass hai ya koi aur jagah hai. Main kuch bhi confirm nahi kar sakta.",0.5,0.0,0.5,1.0,-0.5,-0.5
P01330,hand_lump,0.4596,medium,"Arre bhai, main tumhein kuchh samajhne ki koshish karunga. Yeh bumps toh skin ke kuchh problem ke symptoms ho sakte hain. Ek possibility yeh hai ki yeh eczema ho, jo skin ki irritation ka karan ban sakta hai. Jab aap inhe scratch karte hain, toh hot/cold sensation aati hai, yeh bhi ek common symptom hai. Main tumhein dermatologist ke paas le jaana chahiye, woh aapki skin ki problem ko aur vishesh roop se dekhega.","Bhai, aapke symptoms aur clinical signs ARPC (Atopic dermatitis) ke liye match karte hain. Aapke paas severe itching, itchy keratotic papules, aur keratotic papules ke saath hi scratched lesions hain jo merged ho gaye hain. Ye sab Faver's diagnostic criteria ke anusaar hai. 

Aapke paas lower and upper limbs, torso par keratotic papules hain, jo 3-12 mm ki diameter ke hain. Ye papules concave umbilical shape aur crater shape ke hain. Koebner Phenomenon positive hai, jisse yeh pata chalta hai ki aapke skin lesions ko scratch karne se bhi yeh symptoms badh sakte hain.",0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667
P01333,neck_swelling,0.4107,medium,"Bhai, aapki baat suni. Aapke gardan ke neeche do gaanth hain, ek kathor aur doosra thoda kam kathor. Ye gaanth shaving ke irritation ke alawa, aapke gale mein jama hone aur naak mein dabaav lagane ki wajah se ho sakte hain. 

Main aapko kuchh samay ke liye chinta mat karna chahiye, lekin aapko ek doctor se milne ki zaroorat hai. Aapke gale mein jama hone aur naak mein dabaav lagane ki wajah se kuchh bimariyan ho sakti hain, jaise ki lymphadenopathy ya thyroid ke samasya. 

Aapko ek doctor se milne ki zaroorat hai, woh aapke gale ke neeche ke gaanthon ka check-up karke aapko pata chal sakta hai ki ye kya hai aur aapko kya karna chahiye.","Bachche, aapke paas cervical aur inguinal areas mein lymphadenopathy hai, aur ye ek week se hai. Aapke paas hepatosplenomegaly bhi hai, jo liver aur spleen ki badi hai. Ye clinical findings aapke pehle hospitalization ke dauran nikalaye gaye the. Ab aapke paas kuch naye symptoms hain, jaise ki protracted cough aur fever of unknown origin. Aapko lagbhag 3/4 se 1/2 CM bada lymph node cervical area mein hai, aur yeh ek hafta se lagbhag isi size ka hai. Yeh kathor hai, lekin shaving ke irritation ke alawa, usne phir se kam ho gaya hai aur shayad thoda aur chota ho gaya hai.",1.0,1.0,0.0,0.0,0.0,0.0
P01335,swollen_eye,0.4775,medium,"Bhai, aapke symptoms bahut hi ghatiya hain. Aankh ke bhaisal ya jadde mein gaanth hone ka matlab hai ki aapke aankhon mein kuchh ghatna ho sakti hai. Iske liye humein aapke chest mein swollen lymph nodes aur thyroid gland par nodule ke liye bhi sochna hoga. Yeh sab irregularities ek dusre se juda hua ho sakte hain, jaise ki thyroid problem se aankhon mein problem ho sakti hai ya phir chest mein swollen lymph nodes se aankhon mein infection ho sakti hai. Humein aapko ek specialist doctor ke paas le jana hoga, jaise ki ophthalmologist ya endocrinologist.","Bhai, aapki aankh ki bhaisal ya aankh ki jadde ke soft tissue mein ek gaanth hai, iska karan ek orbital mass hai. Yeh mass retrobulbar space mein hai, jisse aapki aankh ki dekhbhal kam ho rahi hai. Aapke chest mein swollen lymph nodes aur thyroid gland par nodule hai, lekin iski wajah aapke chest wall neoplasm se hai. Yeh neoplasm left chest wall mein hai aur iska karan aapke hamesha ka smoking aur alcohol ka istemaal hai.",0.25,0.5,0.75,0.5,0.25,0.25
P01337,swollen_tonsils,0.5032,high,"Arre bhai, main tumhe sun raha hoon. Tumhare symptoms bahut hi ghatiya hain. Copd ke saath, tumhare symptoms ke liye kuchh possible reasons ho sakti hain. 

Ek to tumhare saans lene mein taklif aur gala mein ahsaas ho raha hai, jo bronchitis ya pneumonia ke symptoms jaisa lagta hai. Aur tumhare sir mein bohot uncomfortable feeling aur tumhe girne jaisa lag raha hai, yeh dehydration ke symptoms jaisa lagta hai. 

Main tumhe ek glass paani pilane ke liye kahu, aur tum kuchh ghante ke liye rest karo. Agar symptoms badhne ki baat hai, to humein aur checkup karna hoga.","Arre bhai, maine dekha hai ki tumko pulmonary embolism ka diagnosis hua hai, aur tumhare saans lene mein taklif ho rahi hai. Tumhare chest mein pain hai, jiska kendra right lower anterior aur lateral chest mein hai. Tumhare haath suj gaye hain, lekin tumhare blood pressure normal hai. Tumhare symptoms severe hain, aur tumne ek saal pehle COPD ka diagnosis hua tha.",0.25,1.0,0.0,0.0,0.75,0.0
P01343,neck_swelling,0.4858,medium,"Arre bhai, maine dekha hai ki aapke gardan ke neeche ek samasya hai. Ye samasya kabhi-kabhi ghutan-maar ka hissa ho sakti hai, lekin aapke CT scan ka report clear aaya hai, toh yeh thoda sa surakshit lagta hai. Kya aapko kabhi-kabhi throat mein kuchh dard ya khujli ka anubhav hota hai?","Bilkul, madam. Aapka case dekha hai. Aapke gardan ke neeche ek 2 x 2 cm ki well-defined swelling hai, jo right common carotid artery ke bifurcation ke paas hai. Iski ultrasonography mein, ek ovoid homogenously isoechoic lesion dikhayi gayi hai. Iska matlab hai ki yeh ek solid tumor ho sakta hai.",0.25,0.6666666666666666,0.0,0.3333333333333333,0.4166666666666666,-0.3333333333333333
P01347,hand_lump,0.4811,medium,"Arre beta, aapki chinta karna majaboor hai. Yeh lump aapke finger ke beech mein ek possible fracture ho sakta hai, jisse aapko dard ho raha hai. Iske liye aapko doctor ke paas jana chahiye, woh aapki checkup karke pata lagayenge ki yeh fracture kya tarah ka hai aur aapko kya treatment ki zaroorat hai. Aapko apne doctor ko zaroor batana ki aapne fence par lagne se aapko yeh dard aur lump ho gaya hai.","Bilkul, beta, main aapki madad karoonga. Aapke case mein, maine dekha ki aapke haath mein ek osteochondroma hai, jo ek pedunculated bony lesion hai jo 5th metacarpal ke distal metaphyseal region se nikalta hai. Iska matlab hai ki yeh ek bony growth hai jo aapke haath mein hai aur yeh aapke middle finger ke pass hai. Aapko chinta karna chahiye ki yeh growth aapke haath mein dard aur pain ka karan ho sakta hai. Main aapko ek orthopedic specialist ke paas jaane ki salah deta hoon jinhone aapke case ko dekhkar aapko sahi treatment diya ja sakta hai.",0.5,1.0,0.5,0.0,0.5,0.5
P01348,knee_swelling,0.519,high,"Vicky ji, aapka ehsaas kuchh chinta-jankar hai. Ye sambhav hai ki aapka rib cage ke upar ka hard lump ek tumor ho, jaise ki riboma (rib tumor) ya metastasis (faujiya vahikaran). Aapke gallbladder se nikalne ke baad bhi yeh sambhav hai kyunki kai cancer faujiya vahikaran ke roop mein pahunchte hain. Maine image dekhi hai, lekin maine kuchh nahi dekha. Aapko iske liye doctor se milne ka zaroorat hai.","Arre bhai, tumhara patella lateral taraf se dislocated hai, isliye tumhein knee pain aur knee giving away ka ehsaas hota hai. Lekin tumhara liver aur gallbladder ke baare mein kuchh nahi diya gaya hai, isliye main kuchh bhi nahi keh sakta. Tumhara ultrsound karwane ja raha hai, uske result aane ke baad hi humein pata chalega ki kya hai.",0.5,1.0,0.5,0.0,0.5,0.5
P01349,skin_rash,0.4761,medium,Bete ki symptoms bahut interesting hain. Maine socha hai ki shayad ismein Peripheral Neuropathy ka koi connection ho sakta hai. Peripheral Neuropathy mein taang aur haathon par khujli waale dane aate hain aur sensation ke sath-sath ganth bhi aate hain. Hum iske liye doctor se baat karenge aur test karke pehle se hi diagnosis karne ka prayaas karenge.,"Bete ko ek type IB tibial tubercle fracture hua hai, jo ki uske left knee mein hai. Iske saath hi patellar tendon ki periosteal sleeve avulsion bhi hui hai. Iske karan uske left knee mein pain hai aur usko weight bear nahi karna hai.",0.25,1.0,0.0,0.0,0.75,0.0
P01350,neck_swelling,0.5158,high,"Beta, main tumhein thoda sauch mehsoos karne wala hoon. Ye ganth jo tumne notice kiya hai, wah possible thyroid nodu ho sakta hai. Ye nodu thyroid gland mein upasthit ho sakte hain aur unmein se kuchh cancer ho sakte hain, lekin ismein mono ke symptoms nahi dikhne ke baavjood bhi cancer ho sakta hai. Main tumhein thoda sauch karne wala hoon, tumhein koi bhi symptoms nahi dikhne ke baavjood bhi koi bhi cheez ho sakti hai. Main tumhein doctor ke paas le jana chahiye.","Beti, maine dekha hai ki aapke paas ek ganth hai jo aapke gardan ke niche hai. Iska matlab hai ki aapke thyroid gland mein kuch problem ho sakti hai. Clinical evidence ke anusaar, aapke paas Graves' disease hai, jiska lakshana hai thyrotoxicosis. Iska matlab hai ki aapke thyroid gland mein kuchh extra hormone utpann ho rahi hai, jisse aapke ganth badh raha hai.",0.0,0.25,1.0,0.0,0.25,1.0
P01355,hand_lump,0.5548,high,"Bhai, aapki baat suni. Cancer dono taraf parivar mein ho raha hai, lekin aapko cancer ke koi symptoms nahi hai. Lekin aapke baap ke hath mein dard aur kamzori kaafi bada issue hai. Aapke hath mein aaj wala gola ya gola se chhota kuchh aisa laga jaisa golf ball se chhota ho sakta hai, iska matlab yeh hai ki aapke hath mein koi tumor ho sakta hai. Hum aapko ek specialist se milne ke liye bhej denge.","Bhai, aapka case bahut hi alag hai. Aapka aayu 58 hai, aur aapka lambai 165.3 cm aur vajan 57.2 kg hai. Aapke paas diabetes hai, aur aapke glycemik control poor hai. Aapke paas diplopia hai, jiska matlab hai ki aapko dono aankhon se do badee dekh rahe hain. Aapke paas slight ptosis bhi hai, aur aapke right eye mein adduction ki kami hai.",0.5,0.25,0.5,0.0,-0.25,0.5
P01356,foot_swelling,0.4742,medium,"Bhai, aapki baat suni. Soft tissue sprain ke baad, swelling aur sakht ganth aane ke liye bahut normal hai. X-ray se kuch nahin dikhaane ke baavjood, yeh soft tissue injury ho sakta hai. Aapko chinta nahin karna chahiye, lekin aapko rest aur ice pack lagana chahiye. Aapko lagbhag 2-3 hafte mein thik ho jana chahiye, lekin yeh aapke body par nirbhar karta hai.","Bhai, main aapko yeh batana chahta hoon ki aapke pairo mein ek bada mass hai, jo ek cancer hai, jise myoepithelial carcinoma kehte hain. Yeh cancer aapke pairo mein tha, lekin ab yeh aapke dimag mein bhi gaya hai. Aapke dimag mein ek bada tumor hai, jo aapke ganv ka kuchh bhi kar sakta hai. Main aapko yeh batana chahta hoon ki aapko iske baare mein chinta karni chahiye aur aapko zaroorat mandal par treatment karwana hoga.",1.0,1.0,0.0,0.0,0.0,0.0
P01360,neck_swelling,0.5642,high,"Arre bhai, main aapki problem ko samajhne ki koshish karta hoon. Aapke neck ke piche ek ganth hai, jisse aapko dard ho raha hai. Yeh sambhav hai ki yeh neck ke nerves mein tension ho rahi ho, jisse aapko body ke alag-alag hisson mein dard ho raha ho. Main aapko ek orthopedic doctor ya neurologist ke paas le jana chahiye, woh aapki problem ko aur vishleshan kar sakte hain.","Bilkul, main aapki samasya ko samajhne ki koshish karta hoon. Aapke paas ek painless left parotid mass hai, jo 3-4 mahine se badh raha hai. Clinical signs ke anusar, yeh mass 2 cm x 2 cm ki size ka hai aur ismein koi dard nahin hai. 

Aapke paas SmCC (Small Cell Carcinoma) ka diagnosis hai, jismein mitotic rate high hai aur necrotic areas bhi hain. Iske liye, aapko left superficial parotidectomy aur left modified neck dissection ke liye operation kiya gaya hai. 

Main aapke neck mein samasya ke baare mein kuch nahin keh sakta, kyunki clinical evidence mein yeh cheez nahin di gayi hai. Lekin aapke paas SmCC ka diagnosis hai, jisse aapko dard ho sakta hai, jo aapke body mein ghumta hai.",0.25,0.75,0.0,0.25,0.5,-0.25
P01363,knee_swelling,0.4956,medium,"Arre beta, main tumhein thoda sa aasaan karne ke liye yeh kahaunga. PMS ke symptoms bahut hain, jaise ki dard, badan mein tension, aur mood swings. Lekin tumhein yeh pata hai ki tumhein sirf itna pata lagana hai, aur tumhein koi aur symptoms nahi hai. Main tumhein yeh kahaunga ki tumhein kai baar general practitioner se puchhna chahiye, lekin yeh koi cancer symptoms nahi hai.","Arre, beta, main aapko yeh batata hoon ki aapke paas optic nerve sheath meningioma hai, jo aapke left eye mein hai. Yeh ek type of tumor hai jo optic nerve ke aas-paas hota hai. Aapke paas proptosis, papilledema, aur visual acuity kam hone ki symptoms hain. 

Main aapko yeh bhi batata hoon ki MRI findings ne bataya hai ki tumor optic nerve ke origin se hai. Aur, aapke paas 5 mm ke pupil diameter aur hand motion (HM) 10 cm par hai. 

Main aapko yeh bhi batata hoon ki aapke paas koi aur symptoms nahi hain jo cancer ke liye indication karte hain. Lekin, main aapko yeh bhi batata hoon ki aapke paas RAPD (relative afferent pupillary defect) hai, jo optic nerve ke damage ke liye ek indicator hai.",0.0,0.5,1.0,0.5,0.5,0.5
P01364,neck_swelling,0.5797,high,"Bachchi ki umr 28 mahine hai, aur aapke bataye ke anusar uske gale me ek ganth hai, jo use ek taraf se double chin lagti hai. Yeh bahut choti umr hai, isliye yeh koi bimari nahi honi chahiye. Lekin, aapke bataye ke anusar uski bazu me lymphagoma hai, jo thoda chinta ka vishay hai. Hum iske liye ek doctor se milne ka plan banayenge, jisse hum iska theek se treatment kar sakte hain.","Arre bhai, maine suna hai ki tumhara bachcha ek ganth hai, lekin maine yahaan clinical evidence nahi dekhi hai. Main kuch bhi nahi bol sakta.",0.25,0.25,0.0,0.0,0.0,0.0
P01365,hand_lump,0.4127,medium,"Arre bhai, maine dekha hai ki tumhara left hand ke beech ki vein mein ek bada ganth hai. Yeh sambhav hai ki yeh ek blood clot ho sakta hai, jo ki ek common problem hai, especially jab log bahut mehnat karte hain. Isse dard aur takleef ho sakti hai, aur agar yeh thoda zyada samay tak rah jata hai, to yeh bleeding ki wajah se bruise bhi ho sakta hai. Main tumhe doctor se milne ki salah dunga, woh aapki checkup karke aapko sahi tareeke se treatment diya ja sakta hai.","Arre bhai, maine dekha hai ki tumhara MRI report aaya hai aur usmein pata chala hai ki tumhare left wrist mein ek abnormality hai. Iska matlab hai ki tumhare left wrist mein ek extra muscle belly hai, jo flexor tendons ke neeche hai. Ye ek congenital variation hai, jiska matlab hai ki ye tumhein pehle se hi tha, lekin abhi tak tumhein pata nahi tha. Iska koi dard ya pain nahi hai, aur tumhare left wrist mein swelling bhi hai.",0.25,0.5,0.0,0.5,0.25,-0.5
